Nombre Cliente,Apellido Cliente,Fecha Nacimiento,Estado Civil,Genero,Correo Electrónico,Ingreso Anual,Numero de Hijos,Nivel Educativo Cliente,Ocupacion,Propietario Casa
ALFREDO,DOMINGUEZ,03/05/1984,Soltero,M,alfredo14@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
JARRED,GILL,03/29/1978,Casado,M,jarred1@adventure-works.com," 10,000 ",0,Universitaria Postgrado,Comerciante,Si
PHILLIP,SULLIVAN,11/10/1962,Soltero,M,phillip14@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,No
REGINALD,GOMEZ,12/12/1966,Soltero,M,reginald9@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,No
IVAN,SURI,03/23/1968,Soltero,M,ivan0@adventure-works.com," 30,000 ",3,Universitaria Postgrado,Deportista,No
DAWN,NATH,02/08/1978,Casado,F,dawn42@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,No
LINDA,ORTEGA,11/30/1976,Soltero,F,linda37@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
JANET,ORTEGA,09/24/1978,Casado,F,janet27@adventure-works.com," 90,000 ",2,Universitaria Completa,Independiente,Si
LAURA,LIN,04/06/1980,Casado,F,laura14@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
JAIME,GUTIERREZ,08/07/1981,Casado,F,jaime12@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
VICTORIA,GONZALES,10/03/1978,Casado,F,victoria63@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
LATOYA,SHE,06/10/1976,Casado,F,latoya0@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,Si
MEGAN,STEWART,07/02/1962,Casado,F,megan27@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,No
JACLYN,ANDERSEN,09/04/1983,Casado,F,jaclyn37@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
CINDY,PATEL,09/29/1963,Casado,F,cindy3@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,Si
ERIKA,RUBIO,01/22/1982,Soltero,F,erika18@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
MEGAN,RAMIREZ,08/19/1967,Soltero,F,megan44@adventure-works.com," 40,000 ",3,Universitaria Postgrado,Deportista,Si
MELINDA,NAVARRO,07/09/1982,Soltero,F,melinda5@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
TASHA,DENG,12/30/1980,Soltero,F,tasha1@adventure-works.com," 80,000 ",0,Universitaria Completa,Independiente,No
DEANNA,RAMOS,12/21/1970,Soltero,F,deanna44@adventure-works.com," 10,000 ",1,Universitaria Postgrado,Comerciante,Si
CARLA,RAMAN,09/10/1969,Casado,F,carla14@adventure-works.com," 10,000 ",1,Universitaria Completa,Comerciante,Si
BETH,GUTIERREZ,01/04/1979,Soltero,F,beth13@adventure-works.com," 30,000 ",0,Universitaria Completa,Deportista,Si
BRENDA,PEREZ,12/03/1978,Soltero,F,brenda25@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
SYDNEY,BRYANT,06/26/1962,Soltero,F,sydney40@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,Si
AMY,SUN,10/05/1954,Casado,F,amy19@adventure-works.com," 110,000 ",3,Universitaria Completa,Empresario,Si
ADRIENNE,TORRES,10/05/1980,Soltero,F,adrienne8@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
JASMINE,STEWART,01/22/1963,Casado,F,jasmine22@adventure-works.com," 80,000 ",4,Universitaria Incompleta,Independiente,No
DESIREE,DOMINGUEZ,03/06/1962,Casado,F,desiree9@adventure-works.com," 110,000 ",2,Universitaria Incompleta,Independiente,Si
DEANNA,PEREZ,11/08/1961,Soltero,F,deanna24@adventure-works.com," 120,000 ",2,Universitaria Completa,Empresario,Si
JESSIE,RAMOS,10/03/1975,Soltero,F,jessie36@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,Si
GABRIELLA,SANDERS,05/07/1975,Casado,F,gabriella1@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,Si
STACY,ALVAREZ,05/07/1976,Soltero,F,stacy6@adventure-works.com," 60,000 ",2,Universitaria Completa,Independiente,No
ANGELA,HENDERSON,09/19/1978,Casado,F,angela7@adventure-works.com," 80,000 ",4,Universitaria Postgrado,Empresario,Si
KAYLEE,COOK,01/26/1978,Soltero,F,kaylee18@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,Si
MEAGAN,MADAN,08/10/1974,Soltero,F,meagan8@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
DEBORAH,GOEL,05/24/1979,Soltero,F,deborah21@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
DAWN,WU,02/18/1979,Soltero,F,dawn8@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
CANDACE,RAMAN,09/20/1974,Soltero,F,candace12@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
NICHOLE,SHE,04/29/1974,Casado,F,nichole0@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,No
KATE,RAJI,07/14/1977,Soltero,F,kate18@adventure-works.com," 110,000 ",1,Universitaria Postgrado,Empresario,Si
ANN,GONZALEZ,07/21/1977,Casado,F,ann23@adventure-works.com," 100,000 ",1,Universitaria Postgrado,Empresario,Si
CRYSTAL,LIANG,11/23/1976,Casado,F,crystal17@adventure-works.com," 40,000 ",0,Universitaria Completa,Deportista,Si
SARAH,GARCIA,11/25/1975,Soltero,F,sarah18@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,Si
JACLYN,ZHENG,08/29/1974,Casado,F,jaclyn21@adventure-works.com," 80,000 ",5,Universitaria Postgrado,Empresario,Si
ADRIENNE,GOMEZ,05/16/1972,Soltero,F,adrienne1@adventure-works.com," 60,000 ",4,Universitaria Completa,Independiente,Si
JENNY,ZHENG,01/08/1960,Soltero,F,jenny21@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,No
KAYLEE,HILL,05/20/1972,Casado,F,kaylee35@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,Si
JACLYN,NARA,07/21/1955,Casado,F,jaclyn40@adventure-works.com," 20,000 ",4,Secundaria Completa,Empleado,No
VIRGINIA,GONZALEZ,05/01/1954,Soltero,F,virginia21@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
DAWN,HUANG,05/16/1957,Casado,F,dawn7@adventure-works.com," 20,000 ",2,Secundaria Incompleta,Deportista,Si
MEAGAN,RANA,07/25/1976,Soltero,F,meagan11@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
RACHAEL,RODRIGUEZ,01/01/1959,Soltero,F,rachael18@adventure-works.com," 30,000 ",3,Universitaria Incompleta,Deportista,No
BRANDY,SAUNDERS,03/22/1959,Soltero,F,brandy6@adventure-works.com," 30,000 ",3,Secundaria Completa,Empleado,Si
LATASHA,MUNOZ,04/29/1965,Soltero,F,latasha7@adventure-works.com," 80,000 ",2,Secundaria Completa,Independiente,Si
AUDREY,RAMOS,08/12/1967,Soltero,F,audrey19@adventure-works.com," 120,000 ",1,Universitaria Completa,Empresario,No
RACHAEL,SAI,03/05/1974,Soltero,F,rachael5@adventure-works.com," 60,000 ",3,Universitaria Completa,Independiente,Si
KELSEY,BECKER,01/07/1967,Soltero,F,kelsey19@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,No
BONNIE,JAI,08/09/1967,Casado,F,bonnie17@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,Si
KARA,ANAND,06/14/1970,Soltero,F,kara20@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,Si
VERONICA,SRINI,10/19/1968,Soltero,F,veronica9@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
KRISTINA,KAPOOR,06/24/1968,Casado,F,kristina1@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
AUDREY,MUNOZ,05/28/1971,Soltero,F,audrey8@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
KATHRYN,CHAPMAN,11/06/1970,Soltero,F,kathryn14@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,Si
JOANNA,VAZQUEZ,10/01/1970,Soltero,F,joanna13@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,Si
ROSA,WANG,06/05/1969,Soltero,F,rosa1@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,No
SHANNON,YANG,09/22/1973,Soltero,F,shannon5@adventure-works.com," 80,000 ",5,Universitaria Completa,Independiente,Si
ASHLEY,RUSSELL,05/29/1973,Soltero,F,ashley47@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
DONNA,SHARMA,10/27/1968,Casado,F,donna9@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
TONYA,CHANDE,08/30/1969,Soltero,F,tonya14@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
ADRIANA,LOPEZ,04/24/1972,Soltero,F,adriana17@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
LEAH,HU,01/08/1975,Soltero,F,leah16@adventure-works.com," 110,000 ",0,Universitaria Postgrado,Empresario,No
MORGAN,JOHNSON,05/06/1943,Soltero,F,morgan24@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,No
DEBORAH,YUAN,05/02/1954,Soltero,F,deborah11@adventure-works.com," 10,000 ",5,Secundaria Completa,Empleado,No
SHANNON,SUN,10/12/1969,Casado,F,shannon12@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
ANN,MARTINEZ,10/20/1965,Soltero,F,ann22@adventure-works.com," 80,000 ",1,Universitaria Incompleta,Empleado,Si
KAYLA,LEWIS,05/24/1961,Soltero,F,kayla20@adventure-works.com," 30,000 ",2,Universitaria Incompleta,Deportista,Si
ANDREA,COLLINS,06/25/1985,Soltero,F,andrea26@adventure-works.com," 10,000 ",1,Secundaria Completa,Comerciante,No
PATRICIA,CHAPMAN,12/01/1951,Soltero,F,patricia7@adventure-works.com," 40,000 ",2,Universitaria Completa,Empresario,Si
KRISTINE,SANDBERG,01/23/1988,Soltero,F,kristine21@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
JENNY,SUN,05/03/1985,Soltero,F,jenny15@adventure-works.com," 20,000 ",0,Universitaria Incompleta,Comerciante,Si
KRISTY,RUBIO,08/04/1988,Soltero,F,kristy19@adventure-works.com," 10,000 ",0,Universitaria Incompleta,Comerciante,No
MONICA,VANCE,09/24/1984,Soltero,F,monica4@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
TAYLOR,MOORE,10/05/1979,Soltero,F,taylor55@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
BETH,GILL,08/23/1976,Casado,F,beth16@adventure-works.com," 70,000 ",2,Universitaria Completa,Empleado,Si
ASHLEY,ALEXANDER,11/20/1975,Soltero,F,ashley46@adventure-works.com," 50,000 ",2,Universitaria Completa,Empleado,No
ISABELLE,PRICE,09/11/1970,Casado,F,isabelle0@adventure-works.com," 70,000 ",1,Universitaria Incompleta,Empleado,Si
JENNA,LOPEZ,07/10/1976,Casado,F,jenna20@adventure-works.com," 60,000 ",2,Universitaria Postgrado,Independiente,Si
MORGAN,PEREZ,02/09/1934,Soltero,F,morgan9@adventure-works.com," 90,000 ",5,Universitaria Completa,Independiente,Si
JULIA,JONES,06/27/1971,Soltero,F,julia25@adventure-works.com," 70,000 ",4,Universitaria Completa,Independiente,Si
REBECCA,PHILLIPS,07/04/1971,Soltero,F,rebecca8@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,No
ISABELLA,WRIGHT,02/12/1972,Soltero,F,isabella51@adventure-works.com," 60,000 ",3,Universitaria Postgrado,Independiente,Si
ISABEL,BRYANT,04/12/1971,Casado,F,isabel17@adventure-works.com," 60,000 ",3,Universitaria Postgrado,Independiente,No
JENNA,PARKER,11/08/1970,Soltero,F,jenna7@adventure-works.com," 70,000 ",1,Universitaria Completa,Independiente,No
HEIDI,CHANDRA,08/13/1969,Soltero,F,heidi4@adventure-works.com," 40,000 ",4,Secundaria Completa,Empleado,Si
FAITH,MURPHY,11/01/1969,Casado,F,faith32@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
KATHERINE,WRIGHT,02/07/1970,Casado,F,katherine68@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
DENISE,SUBRAM,02/11/1976,Soltero,F,denise14@adventure-works.com," 60,000 ",0,Universitaria Postgrado,Independiente,No
ARTHUR,WASHINGTON,01/25/1969,Casado,F,arthur45@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
ELIZABETH,CLARK,02/04/1969,Casado,F,elizabeth23@adventure-works.com," 60,000 ",1,Universitaria Incompleta,Empleado,Si
DAISUKE,YANAGISHIMA,05/28/1967,Soltero,F,daisuke0@adventure-works.com," 80,000 ",2,Universitaria Postgrado,Independiente,No
OLIVIA,TORRES,09/07/1966,Soltero,F,olivia39@adventure-works.com," 60,000 ",1,Universitaria Completa,Independiente,No
GLORIA,TORRES,09/21/1965,Casado,F,gloria12@adventure-works.com," 70,000 ",3,Universitaria Incompleta,Independiente,Si
KAREN,ZENG,03/03/1974,Soltero,F,karen31@adventure-works.com," 100,000 ",4,Universitaria Incompleta,Independiente,Si
FAITH,STEWART,02/11/1974,Soltero,F,faith38@adventure-works.com," 120,000 ",3,Universitaria Completa,Empresario,Si
ELIZABETH,MARTINEZ,10/13/1964,Casado,F,elizabeth21@adventure-works.com," 70,000 ",3,Universitaria Incompleta,Independiente,No
JESSICA,WALKER,07/14/1971,Soltero,F,jessica71@adventure-works.com," 90,000 ",0,Universitaria Incompleta,Independiente,Si
ALYSSA,SMITH,04/24/1970,Soltero,F,alyssa0@adventure-works.com," 150,000 ",1,Universitaria Incompleta,Independiente,No
CHLOE,BENNETT,11/07/1969,Casado,F,chloe67@adventure-works.com," 160,000 ",1,Universitaria Completa,Empresario,No
NICOLE,WASHINGTON,10/27/1963,Soltero,F,nicole62@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,No
SARAH,BUTLER,08/28/1963,Casado,F,sarah39@adventure-works.com," 60,000 ",2,Secundaria Completa,Independiente,No
ALEXIS,THOMAS,06/29/1968,Casado,F,alexis10@adventure-works.com," 130,000 ",4,Universitaria Completa,Empresario,Si
SARAH,COLEMAN,09/26/1962,Casado,F,sarah31@adventure-works.com," 70,000 ",3,Secundaria Completa,Independiente,Si
ASHLEY,MARTIN,09/21/1961,Soltero,F,ashley15@adventure-works.com," 70,000 ",3,Universitaria Postgrado,Empresario,No
CHERYL,SUAREZ,05/03/1970,Casado,F,cheryl22@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
TRACY,CHAPMAN,11/27/1970,Casado,F,tracy15@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
CASEY,SHE,08/26/1970,Soltero,F,casey0@adventure-works.com," 30,000 ",4,Universitaria Postgrado,Deportista,Si
TAMARA,TANG,05/08/1962,Casado,F,tamara15@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,No
RILEY,LONG,01/02/1952,Soltero,F,riley7@adventure-works.com," 10,000 ",3,Universitaria Incompleta,Comerciante,Si
CASSIE,JAI,07/09/1969,Soltero,F,cassie10@adventure-works.com," 20,000 ",1,Universitaria Incompleta,Comerciante,No
BETHANY,TANG,07/24/1969,Casado,F,bethany7@adventure-works.com," 30,000 ",4,Universitaria Postgrado,Deportista,No
ELIZABETH,BRADLEY,09/19/1967,Casado,F,elizabeth30@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,No
CHLOE,ANDERSON,01/11/1988,Casado,F,chloe43@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,Si
STEPHANIE,WOOD,06/12/1986,Soltero,F,stephanie29@adventure-works.com," 40,000 ",0,Universitaria Incompleta,Empleado,No
BRIANNA,WALKER,12/14/1985,Casado,F,brianna22@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,Si
CHLOE,RODRIGUEZ,02/08/1989,Soltero,F,chloe30@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
TAYLOR,LEE,08/22/1983,Soltero,F,taylor68@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
BETH,CARLSON,01/01/1984,Soltero,F,beth20@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
HANNAH,MOORE,03/10/1984,Soltero,F,hannah8@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
CHLOE,BUTLER,07/18/1982,Soltero,F,chloe81@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
AMANDA,TORRES,09/13/1982,Casado,F,amanda13@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Independiente,Si
LYDIA,SARA,07/09/1982,Casado,F,lydia9@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Independiente,Si
CYNTHIA,SRINI,08/05/1984,Soltero,F,cynthia13@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
NICOLE,BUTLER,06/23/1988,Casado,F,nicole63@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
ALEXANDRA,LOPEZ,08/11/1986,Soltero,F,alexandra62@adventure-works.com," 30,000 ",0,Secundaria Incompleta,Deportista,Si
KAITLYN,GRAY,12/26/1986,Soltero,F,kaitlyn62@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,No
PAIGE,GRIFFIN,11/27/1984,Casado,F,paige20@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
ALLISON,LOPEZ,07/11/1987,Casado,F,allison44@adventure-works.com," 40,000 ",0,Secundaria Completa,Empleado,Si
MELISSA,HUGHES,03/31/1984,Soltero,F,melissa6@adventure-works.com," 40,000 ",0,Universitaria Incompleta,Empleado,No
SAMANTHA,GONZALES,08/21/1980,Soltero,F,samantha39@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
BRIANNA,TORRES,05/06/1976,Soltero,F,brianna40@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
EMMA,COOK,01/09/1977,Soltero,F,emma29@adventure-works.com," 80,000 ",0,Universitaria Completa,Empresario,No
GABRIELLE,COOPER,09/03/1975,Casado,F,gabrielle9@adventure-works.com," 120,000 ",0,Universitaria Completa,Empresario,Si
MARIA,PETERSON,09/05/1949,Casado,F,maria17@adventure-works.com," 70,000 ",5,Universitaria Completa,Empresario,Si
CAROLINE,FOSTER,09/04/1949,Casado,F,caroline17@adventure-works.com," 80,000 ",4,Universitaria Completa,Empresario,No
ELIZABETH,ROBINSON,08/03/1951,Soltero,F,elizabeth22@adventure-works.com," 170,000 ",2,Universitaria Postgrado,Empresario,No
LAUREN,WOOD,11/30/1983,Soltero,F,lauren49@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Empleado,No
ISABELLA,ROBERTS,05/06/1983,Soltero,F,isabella43@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
SYDNEY,WARD,05/20/1982,Soltero,F,sydney13@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,No
TAYLOR,HUGHES,02/20/1983,Soltero,F,taylor36@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Independiente,No
CHRISTINA,RAMIREZ,05/26/1974,Soltero,F,christina5@adventure-works.com," 130,000 ",0,Universitaria Postgrado,Empresario,No
JESSICA,MARTINEZ,11/08/1974,Soltero,F,jessica65@adventure-works.com," 150,000 ",0,Universitaria Completa,Empresario,No
KAITLYN,BENNETT,06/21/1962,Casado,F,kaitlyn69@adventure-works.com," 10,000 ",2,Universitaria Incompleta,Comerciante,Si
KATELYN,PETERSON,04/08/1981,Soltero,F,katelyn3@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,Si
SYDNEY,WILSON,08/06/1979,Soltero,F,sydney71@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
ALEXA,PETERSON,12/08/1963,Casado,F,alexa4@adventure-works.com," 110,000 ",3,Universitaria Incompleta,Independiente,Si
KATHLEEN,RAMOS,08/27/1958,Casado,F,kathleen18@adventure-works.com," 90,000 ",4,Secundaria Completa,Empresario,Si
KAITLIN,RANA,08/22/1980,Soltero,F,kaitlin11@adventure-works.com," 20,000 ",0,Secundaria Incompleta,Comerciante,No
LEAH,XU,07/14/1979,Soltero,F,leah9@adventure-works.com," 30,000 ",0,Secundaria Completa,Comerciante,No
MOLLY,LOPEZ,02/01/1980,Soltero,F,molly15@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
LATASHA,ALVAREZ,04/28/1982,Casado,F,latasha4@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Deportista,No
LEAH,CAI,08/06/1966,Casado,F,leah17@adventure-works.com," 130,000 ",2,Universitaria Completa,Empresario,Si
KAITLYN,MITCHELL,04/27/1965,Soltero,F,kaitlyn9@adventure-works.com," 130,000 ",3,Universitaria Incompleta,Independiente,No
KAREN,SMITH,03/28/1964,Soltero,F,karen8@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
MELODY,ROMERO,04/13/1964,Casado,F,melody9@adventure-works.com," 120,000 ",3,Secundaria Completa,Independiente,Si
JENNIFER,WASHINGTON,05/01/1963,Casado,F,jennifer86@adventure-works.com," 120,000 ",3,Secundaria Incompleta,Independiente,Si
ISABELLA,HALL,05/23/1961,Soltero,F,isabella80@adventure-works.com," 90,000 ",3,Universitaria Incompleta,Independiente,Si
ALISHA,WANG,11/06/1961,Casado,F,alisha1@adventure-works.com," 120,000 ",3,Universitaria Completa,Empresario,Si
MEAGAN,SCHMIDT,03/07/1957,Casado,F,meagan10@adventure-works.com," 90,000 ",4,Secundaria Incompleta,Empleado,Si
LAURA,HUANG,01/23/1956,Casado,F,laura12@adventure-works.com," 110,000 ",4,Secundaria Incompleta,Independiente,No
ALICIA,ANDERSEN,10/30/1965,Casado,F,alicia11@adventure-works.com," 120,000 ",2,Secundaria Completa,Independiente,Si
KELLI,LAL,06/05/1982,Casado,F,kelli31@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
ERIKA,RUIZ,05/29/1978,Soltero,F,erika1@adventure-works.com," 40,000 ",2,Universitaria Incompleta,Deportista,Si
GABRIELLE,ROSS,06/08/1964,Soltero,F,gabrielle26@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
LATOYA,SHARMA,09/24/1947,Soltero,F,latoya8@adventure-works.com," 20,000 ",1,Universitaria Completa,Deportista,Si
NINA,CHANDE,01/24/1951,Casado,F,nina15@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
CARRIE,BROWNING,12/29/1977,Casado,F,carrie14@adventure-works.com," 50,000 ",0,Universitaria Postgrado,Empleado,Si
JAMIE,LIU,05/18/1960,Casado,F,jamie6@adventure-works.com," 20,000 ",2,Universitaria Incompleta,Comerciante,Si
GABRIELLA,YOUNG,05/10/1976,Soltero,F,gabriella41@adventure-works.com," 10,000 ",2,Secundaria Completa,Comerciante,Si
CASEY,RAI,07/05/1976,Casado,F,casey19@adventure-works.com," 30,000 ",1,Universitaria Completa,Deportista,Si
VALERIE,ZHENG,04/06/1976,Casado,F,valerie21@adventure-works.com," 40,000 ",0,Universitaria Completa,Deportista,Si
BONNIE,LUO,03/03/1973,Soltero,F,bonnie11@adventure-works.com," 20,000 ",3,Secundaria Completa,Comerciante,Si
JOANNA,HERNANDEZ,06/21/1971,Casado,F,joanna2@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
STACEY,SUN,12/12/1971,Casado,F,stacey14@adventure-works.com," 40,000 ",1,Universitaria Completa,Empleado,Si
CASSIE,NATH,12/19/1980,Casado,F,cassie17@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
KATRINA,NARA,12/19/1980,Casado,F,katrina15@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
JENNY,ZHANG,06/27/1980,Casado,F,jenny2@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,No
STACY,SERRANO,12/10/1978,Casado,F,stacy17@adventure-works.com," 100,000 ",0,Secundaria Incompleta,Independiente,Si
LINDSEY,RAJE,11/01/1978,Casado,F,lindsey15@adventure-works.com," 120,000 ",0,Secundaria Incompleta,Independiente,No
KELLI,SHE,03/07/1984,Casado,F,kelli23@adventure-works.com," 70,000 ",0,Universitaria Completa,Independiente,Si
EBONY,PEREZ,04/20/1982,Soltero,F,ebony21@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
JILL,MURPHY,10/23/1981,Soltero,F,jill31@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
TRACY,BLACK,06/26/1981,Soltero,F,tracy19@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
JACLYN,YUAN,12/30/1981,Casado,F,jaclyn30@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
KELSEY,NARA,01/08/1982,Casado,F,kelsey15@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,Si
MEGAN,PRICE,11/13/1981,Casado,F,megan50@adventure-works.com," 100,000 ",0,Secundaria Completa,Empresario,Si
KRYSTAL,LI,02/13/1981,Soltero,F,krystal3@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,No
KELSEY,LAL,10/31/1979,Casado,F,kelsey8@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
HEATHER,ZHOU,03/05/1980,Casado,F,heather8@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
KARA,PAL,02/02/1979,Soltero,F,kara11@adventure-works.com," 90,000 ",0,Universitaria Completa,Independiente,No
AMY,CAI,01/12/1979,Casado,F,amy28@adventure-works.com," 110,000 ",0,Secundaria Completa,Empresario,Si
STEPHANIE,HUGHES,12/24/1977,Soltero,F,stephanie38@adventure-works.com," 60,000 ",1,Universitaria Postgrado,Independiente,Si
MARIAH,REED,08/29/1980,Casado,F,mariah43@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,Si
SYDNEY,HILL,08/03/1953,Casado,F,sydney63@adventure-works.com," 30,000 ",5,Secundaria Incompleta,Empleado,Si
CASSIDY,GRIFFIN,01/25/1957,Casado,F,cassidy22@adventure-works.com," 40,000 ",2,Secundaria Completa,Independiente,Si
JENNIFER,ROBINSON,11/06/1957,Casado,F,jennifer45@adventure-works.com," 40,000 ",2,Secundaria Incompleta,Empleado,Si
CHRISTINA,COOPER,04/20/1958,Casado,F,christina16@adventure-works.com," 40,000 ",2,Secundaria Incompleta,Empleado,No
GREGORY,XIE,08/23/1986,Soltero,M,gregory7@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,No
ZACHARY,PATTERSON,11/10/1986,Casado,M,zachary9@adventure-works.com," 60,000 ",0,Universitaria Incompleta,Empleado,Si
ELIJAH,GONZALES,11/03/1986,Casado,M,elijah19@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,Si
ANGEL,RAMIREZ,12/22/1985,Soltero,M,angel6@adventure-works.com," 30,000 ",0,Universitaria Incompleta,Empleado,No
NOAH,HUGHES,07/30/1985,Casado,M,noah8@adventure-works.com," 70,000 ",0,Universitaria Incompleta,Empleado,No
ROBERT,ALEXANDER,06/04/1982,Casado,M,robert30@adventure-works.com," 30,000 ",0,Secundaria Completa,Empleado,Si
THOMAS,WRIGHT,09/30/1965,Casado,M,thomas56@adventure-works.com," 70,000 ",2,Universitaria Incompleta,Independiente,Si
